,16,20,24,28,32,36,40
0,933.0,1087.0,1223.0,1377.0,1523.0,1687.0,1845.0
1,937.0,1075.0,1227.0,1401.0,1529.0,1693.0,1845.0
2,911.0,1087.0,1219.0,1379.0,1537.0,1659.0,1851.0
3,919.0,1069.0,1231.0,1353.0,1533.0,1691.0,1835.0
4,919.0,1067.0,1207.0,1391.0,1535.0,1709.0,1829.0
5,917.0,1093.0,1253.0,1393.0,1551.0,1699.0,1853.0
6,923.0,1081.0,1245.0,1359.0,1535.0,1701.0,1835.0
7,919.0,1083.0,1219.0,1401.0,1541.0,1693.0,1845.0
8,929.0,1071.0,1239.0,1401.0,1531.0,1707.0,1845.0
9,917.0,1087.0,1243.0,1399.0,1535.0,1695.0,1847.0
10,911.0,1059.0,1235.0,1379.0,1527.0,1699.0,1845.0
11,935.0,1085.0,1249.0,1399.0,1549.0,1679.0,1843.0
12,937.0,1075.0,1249.0,1389.0,1555.0,1707.0,1855.0
13,919.0,1087.0,1235.0,1401.0,1565.0,1691.0,1859.0
14,923.0,1093.0,1227.0,1387.0,1537.0,1665.0,1863.0
15,923.0,1067.0,1243.0,1401.0,1541.0,1693.0,1829.0
16,929.0,1057.0,1245.0,1393.0,1541.0,1691.0,1869.0
17,925.0,1093.0,1209.0,1389.0,1513.0,1685.0,1853.0
18,931.0,1075.0,1235.0,1383.0,1523.0,1697.0,1829.0
19,941.0,1099.0,1245.0,1395.0,1509.0,1681.0,1853.0
20,935.0,1075.0,1233.0,1399.0,1547.0,1671.0,1831.0
21,925.0,1071.0,1235.0,1407.0,1541.0,1677.0,1863.0
22,933.0,1047.0,1227.0,1391.0,1559.0,1717.0,1815.0
23,927.0,1083.0,1225.0,1383.0,1541.0,1685.0,1853.0
24,923.0,1095.0,1239.0,1391.0,1529.0,1707.0,1859.0
25,945.0,1073.0,1227.0,1397.0,1543.0,1701.0,1847.0
26,921.0,1075.0,1237.0,1387.0,1549.0,1687.0,1841.0
27,905.0,1073.0,1243.0,1391.0,1551.0,1681.0,1819.0
28,923.0,1085.0,1237.0,1377.0,1549.0,1699.0,1803.0
29,927.0,1069.0,1239.0,1393.0,1547.0,1677.0,1845.0
30,919.0,1069.0,1225.0,1385.0,1543.0,1691.0,1865.0
31,935.0,1097.0,1229.0,1391.0,1545.0,1677.0,1843.0
32,929.0,1087.0,1255.0,1391.0,1545.0,1675.0,1817.0
33,931.0,1075.0,1235.0,1401.0,1549.0,1691.0,1861.0
34,921.0,1077.0,1253.0,1369.0,1555.0,1703.0,1867.0
35,929.0,1071.0,1247.0,1389.0,1551.0,1705.0,1845.0
36,937.0,1089.0,1227.0,1369.0,1535.0,1701.0,1841.0
37,939.0,1077.0,1233.0,1389.0,1541.0,1719.0,1869.0
38,911.0,1091.0,1259.0,1381.0,1525.0,1683.0,1863.0
39,921.0,1079.0,1251.0,1397.0,1557.0,1687.0,1819.0
40,931.0,1081.0,1241.0,1385.0,1553.0,1705.0,1843.0
41,921.0,1081.0,1229.0,1403.0,1545.0,1681.0,1821.0
42,917.0,1059.0,1255.0,1393.0,1547.0,1707.0,1843.0
43,911.0,1083.0,1235.0,1375.0,1533.0,1705.0,1853.0
44,923.0,1075.0,1239.0,1381.0,1531.0,1695.0,1843.0
45,949.0,1083.0,1257.0,1401.0,1529.0,1695.0,1859.0
46,937.0,1069.0,1243.0,1401.0,1539.0,1683.0,1867.0
47,937.0,1071.0,1231.0,1371.0,1529.0,1667.0,1867.0
48,925.0,1089.0,1243.0,1379.0,1559.0,1683.0,1839.0
49,925.0,1083.0,1253.0,1395.0,1537.0,1697.0,1839.0
50,929.0,1085.0,1223.0,1405.0,1531.0,1673.0,1857.0
51,923.0,1081.0,1243.0,1427.0,1551.0,1679.0,1819.0
52,911.0,1071.0,1241.0,1395.0,1533.0,1701.0,1851.0
53,939.0,1103.0,1233.0,1383.0,1519.0,1693.0,1845.0
54,937.0,1081.0,1237.0,1389.0,1525.0,1705.0,1843.0
55,927.0,1083.0,1225.0,1383.0,1533.0,1683.0,1849.0
56,931.0,1089.0,1237.0,1385.0,1543.0,1673.0,1861.0
57,907.0,1083.0,1245.0,1385.0,1557.0,1697.0,1833.0
58,931.0,1093.0,1237.0,1373.0,1523.0,1693.0,1833.0
59,921.0,1103.0,1201.0,1373.0,1521.0,1675.0,1851.0
60,933.0,1081.0,1243.0,1377.0,1555.0,1693.0,1827.0
61,919.0,1087.0,1241.0,1367.0,1515.0,1675.0,1855.0
62,919.0,1091.0,1253.0,1389.0,1541.0,1699.0,1819.0
63,933.0,1097.0,1243.0,1405.0,1535.0,1717.0,1857.0
64,933.0,1067.0,1235.0,1385.0,1555.0,1683.0,1847.0
65,935.0,1085.0,1229.0,1399.0,1553.0,1713.0,1863.0
66,915.0,1079.0,1235.0,1405.0,1537.0,1701.0,1853.0
67,907.0,1053.0,1237.0,1357.0,1543.0,1677.0,1837.0
68,939.0,1075.0,1231.0,1379.0,1535.0,1699.0,1845.0
69,925.0,1071.0,1245.0,1381.0,1549.0,1689.0,1837.0
70,925.0,1075.0,1237.0,1395.0,1543.0,1693.0,1843.0
71,919.0,1083.0,1241.0,1383.0,1529.0,1699.0,1849.0
72,939.0,1071.0,1221.0,1385.0,1557.0,1709.0,1863.0
73,923.0,1085.0,1249.0,1397.0,1547.0,1669.0,1849.0
74,893.0,1069.0,1247.0,1383.0,1527.0,1685.0,1837.0
75,921.0,1079.0,1233.0,1373.0,1549.0,1713.0,1849.0
76,909.0,1069.0,1253.0,1397.0,1537.0,1711.0,1841.0
77,929.0,1081.0,1243.0,1383.0,1549.0,1701.0,1837.0
78,923.0,1101.0,1233.0,1365.0,1533.0,1675.0,1845.0
79,915.0,1091.0,1253.0,1379.0,1535.0,1687.0,1831.0
80,927.0,1077.0,1243.0,1399.0,1545.0,1687.0,1853.0
81,925.0,1055.0,1237.0,1383.0,1543.0,1675.0,1859.0
82,923.0,1079.0,1237.0,1381.0,1549.0,1681.0,1855.0
83,917.0,1073.0,1209.0,1387.0,1533.0,1675.0,1843.0
84,923.0,1081.0,1235.0,1385.0,1547.0,1709.0,1845.0
85,923.0,1077.0,1245.0,1393.0,1557.0,1683.0,1863.0
86,933.0,1093.0,1233.0,1387.0,1537.0,1679.0,1829.0
87,919.0,1085.0,1205.0,1379.0,1557.0,1671.0,1859.0
88,925.0,1067.0,1243.0,1379.0,1549.0,1691.0,1849.0
89,927.0,1071.0,1231.0,1379.0,1529.0,1671.0,1847.0
90,927.0,1075.0,1239.0,1391.0,1519.0,1703.0,1853.0
91,931.0,1083.0,1221.0,1385.0,1537.0,1685.0,1861.0
92,929.0,1079.0,1229.0,1393.0,1521.0,1701.0,1829.0
93,939.0,1075.0,1251.0,1391.0,1537.0,1697.0,1859.0
94,925.0,1079.0,1217.0,1391.0,1533.0,1727.0,1869.0
95,925.0,1081.0,1203.0,1385.0,1565.0,1693.0,1833.0
96,931.0,1069.0,1225.0,1409.0,1543.0,1679.0,1847.0
97,923.0,1083.0,1229.0,1389.0,1535.0,1697.0,1835.0
98,913.0,1077.0,1229.0,1389.0,1563.0,1665.0,1843.0
99,917.0,1075.0,1225.0,1393.0,1527.0,1705.0,1853.0
