benchmark,#PI,#PO,#AIG,#level,TLG,#level,time(s)
b14.blif,,,,,,,
b15.blif,,,,,,,
b17.blif,,,,,,,
b18.blif,,,,,,,
b19.blif,,,,,,,
b20.blif,,,,,,,
b21.blif,,,,,,,
b22.blif,,,,,,,
c6288.blif,,,,,,,
c7552.blif,,,,,,,
s13207.blif,,,,,,,
s15850.blif,,,,,,,
s35932.blif,,,,,,,
s38417.blif,,,,,,,
s38584.blif,,,,,,,
