c Parsing PB file...
c Converting 673 PB-constraints to clauses...
c   -- Unit propagations: (none)
c   -- Detecting intervals from adjacent constraints: ################################################################
c   -- Clauses(.)/Splits(s): .................................................................................................................................................................
c ---[ 671]---> BDD-cost:    1
c ---[ 669]---> BDD-cost:    1
c ---[ 667]---> BDD-cost:    1
c ---[ 665]---> BDD-cost:    1
c ---[ 663]---> BDD-cost:    1
c ---[ 661]---> BDD-cost:    1
c ---[ 659]---> BDD-cost:    1
c ---[ 657]---> BDD-cost:    1
c ---[ 655]---> BDD-cost:    1
c ---[ 653]---> BDD-cost:    1
c ---[ 651]---> BDD-cost:    1
c ---[ 649]---> BDD-cost:    1
c ---[ 647]---> BDD-cost:    1
c ---[ 645]---> BDD-cost:    1
c ---[ 643]---> BDD-cost:    1
c ---[ 641]---> BDD-cost:    1
c ---[ 639]---> BDD-cost:    1
c ---[ 637]---> BDD-cost:    1
c ---[ 635]---> BDD-cost:    1
c ---[ 633]---> BDD-cost:    1
c ---[ 631]---> BDD-cost:    1
c ---[ 629]---> BDD-cost:    1
c ---[ 627]---> BDD-cost:    1
c ---[ 625]---> BDD-cost:    1
c ---[ 623]---> BDD-cost:    1
c ---[ 621]---> BDD-cost:    1
c ---[ 619]---> BDD-cost:    1
c ---[ 617]---> BDD-cost:    1
c ---[ 615]---> BDD-cost:    1
c ---[ 613]---> BDD-cost:    1
c ---[ 611]---> BDD-cost:    1
c ---[ 609]---> BDD-cost:    1
c ---[ 542]---> Adder-cost: 252   maxlim: 2292   bits: 13/12
c ---[ 541]---> Adder-cost: 152   maxlim: 2327   bits: 13/12
c ---[ 540]---> Adder-cost: 236   maxlim: 1710   bits: 12/11
c ---[ 539]---> Adder-cost: 149   maxlim: 1647   bits: 12/11
c ---[ 538]---> Adder-cost: 252   maxlim: 2102   bits: 13/12
c ---[ 537]---> Adder-cost: 144   maxlim: 1696   bits: 12/11
c ---[ 536]---> Adder-cost: 231   maxlim: 1933   bits: 12/11
c ---[ 535]---> Adder-cost: 127   maxlim: 1482   bits: 12/11
c ---[ 534]---> Sorter-cost: 2460     Base: 2 3 2 2 2 2 2
c ---[ 533]---> Sorter-cost: 1738     Base: 2 3 2 2 2 2 2
c ---[ 532]---> Adder-cost: 250   maxlim: 2608   bits: 13/12
c ---[ 531]---> Adder-cost: 153   maxlim: 1491   bits: 12/11
c ---[ 530]---> Adder-cost: 246   maxlim: 2214   bits: 13/12
c ---[ 529]---> Adder-cost: 145   maxlim: 1383   bits: 12/11
c ---[ 528]---> Adder-cost: 257   maxlim: 2182   bits: 13/12
c ---[ 527]---> Adder-cost: 163   maxlim: 1523   bits: 12/11
c ---[ 526]---> Adder-cost: 231   maxlim: 1427   bits: 12/11
c ---[ 525]---> Adder-cost: 122   maxlim: 2437   bits: 13/12
c ---[ 524]---> Adder-cost: 264   maxlim: 2142   bits: 13/12
c ---[ 523]---> Adder-cost: 181   maxlim: 1951   bits: 12/11
c ---[ 522]---> Adder-cost: 254   maxlim: 2280   bits: 13/12
c ---[ 521]---> Adder-cost: 150   maxlim: 1734   bits: 12/11
c ---[ 520]---> Adder-cost: 258   maxlim: 2005   bits: 12/11
c ---[ 519]---> Adder-cost: 164   maxlim: 2424   bits: 13/12
c ---[ 518]---> Adder-cost: 236   maxlim: 2892   bits: 13/12
c ---[ 517]---> Adder-cost: 157   maxlim: 1585   bits: 12/11
c ---[ 516]---> Adder-cost: 237   maxlim: 1982   bits: 12/11
c ---[ 515]---> Adder-cost: 129   maxlim: 2226   bits: 13/12
c ---[ 514]---> Adder-cost: 245   maxlim: 1927   bits: 12/11
c ---[ 513]---> Adder-cost: 139   maxlim: 1969   bits: 12/11
c ---[ 512]---> Adder-cost: 246   maxlim: 1536   bits: 12/11
c ---[ 511]---> Adder-cost: 166   maxlim: 2387   bits: 13/12
c ---[ 510]---> Adder-cost: 221   maxlim: 1745   bits: 12/11
c ---[ 509]---> Adder-cost: 132   maxlim: 2118   bits: 13/12
c ---[ 508]---> Adder-cost: 242   maxlim: 1716   bits: 12/11
c ---[ 507]---> Adder-cost: 158   maxlim: 2685   bits: 13/12
c ---[ 506]---> Adder-cost: 233   maxlim: 2498   bits: 13/12
c ---[ 505]---> Adder-cost: 119   maxlim: 1219   bits: 12/11
c ---[ 504]---> Adder-cost: 241   maxlim: 2312   bits: 13/12
c ---[ 503]---> Adder-cost: 125   maxlim: 1607   bits: 12/11
c ---[ 502]---> Adder-cost: 245   maxlim: 3519   bits: 13/12
c ---[ 501]---> Adder-cost: 134   maxlim: 928   bits: 11/10
c ---[ 500]---> Adder-cost: 268   maxlim: 2207   bits: 13/12
c ---[ 499]---> Adder-cost: 168   maxlim: 2278   bits: 13/12
c ---[ 498]---> Adder-cost: 233   maxlim: 3142   bits: 13/12
c ---[ 497]---> Adder-cost: 136   maxlim: 932   bits: 11/10
c ---[ 496]---> Adder-cost: 234   maxlim: 894   bits: 11/10
