c Parsing PB file...
c Converting 1341 PB-constraints to clauses...
c   -- Unit propagations: (none)
c   -- Detecting intervals from adjacent constraints: ################################################################################################################################
c   -- Clauses(.)/Splits(s): .................................................................................................................................................................................................................................................................................................................................
c ---[1339]---> BDD-cost:    1
c ---[1337]---> BDD-cost:    1
c ---[1335]---> BDD-cost:    1
c ---[1333]---> BDD-cost:    1
c ---[1331]---> BDD-cost:    1
c ---[1329]---> BDD-cost:    1
c ---[1327]---> BDD-cost:    1
c ---[1325]---> BDD-cost:    1
c ---[1323]---> BDD-cost:    1
c ---[1321]---> BDD-cost:    1
c ---[1319]---> BDD-cost:    1
c ---[1317]---> BDD-cost:    1
c ---[1315]---> BDD-cost:    1
c ---[1313]---> BDD-cost:    1
c ---[1311]---> BDD-cost:    1
c ---[1309]---> BDD-cost:    1
c ---[1307]---> BDD-cost:    1
c ---[1305]---> BDD-cost:    1
c ---[1303]---> BDD-cost:    1
c ---[1301]---> BDD-cost:    1
c ---[1299]---> BDD-cost:    1
c ---[1297]---> BDD-cost:    1
c ---[1295]---> BDD-cost:    1
c ---[1293]---> BDD-cost:    1
c ---[1291]---> BDD-cost:    1
c ---[1289]---> BDD-cost:    1
c ---[1287]---> BDD-cost:    1
c ---[1285]---> BDD-cost:    1
c ---[1283]---> BDD-cost:    1
c ---[1281]---> BDD-cost:    1
c ---[1279]---> BDD-cost:    1
c ---[1277]---> BDD-cost:    1
c ---[1275]---> BDD-cost:    1
c ---[1273]---> BDD-cost:    1
c ---[1271]---> BDD-cost:    1
c ---[1269]---> BDD-cost:    1
c ---[1267]---> BDD-cost:    1
c ---[1265]---> BDD-cost:    1
c ---[1263]---> BDD-cost:    1
c ---[1261]---> BDD-cost:    1
c ---[1259]---> BDD-cost:    1
c ---[1257]---> BDD-cost:    1
c ---[1255]---> BDD-cost:    1
c ---[1253]---> BDD-cost:    1
c ---[1251]---> BDD-cost:    1
c ---[1249]---> BDD-cost:    1
c ---[1247]---> BDD-cost:    1
c ---[1245]---> BDD-cost:    1
c ---[1243]---> BDD-cost:    1
c ---[1241]---> BDD-cost:    1
c ---[1239]---> BDD-cost:    1
c ---[1237]---> BDD-cost:    1
c ---[1235]---> BDD-cost:    1
c ---[1233]---> BDD-cost:    1
c ---[1231]---> BDD-cost:    1
c ---[1229]---> BDD-cost:    1
c ---[1227]---> BDD-cost:    1
c ---[1225]---> BDD-cost:    1
c ---[1223]---> BDD-cost:    1
c ---[1221]---> BDD-cost:    1
c ---[1219]---> BDD-cost:    1
c ---[1217]---> BDD-cost:    1
c ---[1215]---> BDD-cost:    1
c ---[1213]---> BDD-cost:    1
c ---[1212]---> Adder-cost: 490   maxlim: 3857   bits: 13/12
c ---[1211]---> Adder-cost: 314   maxlim: 5187   bits: 14/13
c ---[1210]---> Adder-cost: 516   maxlim: 5256   bits: 14/13
c ---[1209]---> Adder-cost: 320   maxlim: 4325   bits: 14/13
c ---[1208]---> Adder-cost: 506   maxlim: 4177   bits: 14/13
c ---[1207]---> Adder-cost: 232   maxlim: 5231   bits: 14/13
c ---[1206]---> Adder-cost: 505   maxlim: 4191   bits: 14/13
c ---[1205]---> Adder-cost: 316   maxlim: 5694   bits: 14/13
c ---[1204]---> Adder-cost: 572   maxlim: 3990   bits: 13/12
c ---[1203]---> Adder-cost: 211   maxlim: 5012   bits: 14/13
c ---[1202]---> Adder-cost: 500   maxlim: 5445   bits: 14/13
c ---[1201]---> Adder-cost: 272   maxlim: 4098   bits: 14/13
c ---[1200]---> Adder-cost: 526   maxlim: 3662   bits: 13/12
c ---[1199]---> Adder-cost: 298   maxlim: 5801   bits: 14/13
c ---[1198]---> Adder-cost: 509   maxlim: 3341   bits: 13/12
c ---[1197]---> Adder-cost: 302   maxlim: 6202   bits: 14/13
c ---[1196]---> Adder-cost: 524   maxlim: 3943   bits: 13/12
c ---[1195]---> Adder-cost: 310   maxlim: 5164   bits: 14/13
c ---[1194]---> Adder-cost: 489   maxlim: 3910   bits: 13/12
c ---[1193]---> Adder-cost: 293   maxlim: 5354   bits: 14/13
c ---[1192]---> Adder-cost: 522   maxlim: 4916   bits: 14/13
c ---[1191]---> Adder-cost: 318   maxlim: 4561   bits: 14/13
c ---[1190]---> Adder-cost: 495   maxlim: 3855   bits: 13/12
c ---[1189]---> Adder-cost: 324   maxlim: 5880   bits: 14/13
c ---[1188]---> Adder-cost: 498   maxlim: 5168   bits: 14/13
c ---[1187]---> Adder-cost: 288   maxlim: 4063   bits: 13/12
c ---[1186]---> Adder-cost: 504   maxlim: 4692   bits: 14/13
c ---[1185]---> Adder-cost: 312   maxlim: 4487   bits: 14/13
c ---[1184]---> Adder-cost: 500   maxlim: 5085   bits: 14/13
c ---[1183]---> Adder-cost: 306   maxlim: 5032   bits: 14/13
c ---[1182]---> Adder-cost: 512   maxlim: 5890   bits: 14/13
c ---[1181]---> Adder-cost: 310   maxlim: 3879   bits: 13/12
c ---[1180]---> Adder-cost: 496   maxlim: 4551   bits: 14/13
c ---[1179]---> Adder-cost: 290   maxlim: 4869   bits: 14/13
c ---[1178]---> Adder-cost: 516   maxlim: 5383   bits: 14/13
c ---[1177]---> Adder-cost: 229   maxlim: 4183   bits: 14/13
